date,run,weekly,Total,bike,weekly,total,swim,weekly,total,total,description,,,,,,points,Points,,,,
3/30/2014,8,16.5,122.3,,52,134,,5500,8200,,,,,,21,,,,,,,
3/31/2014,,11.5,122.3,,52,134,1000,5000,9200,,,,,146,,(o),,,,,,
4/1/2014,,11.5,122.3,46,90,180,,5000,9200,,40mi continuous @15.1mph,,,145,,b,,,,,,
4/2/2014,4,15.5,126.3,,90,180,2500,5500,11700,,"swim 1000  in 19:14, 5x100 at 2:00",,,144,,"r, s",,,,,,
4/3/2014,4.4,19.9,130.7,,74,180,,5500,11700,,minutes 1 2 2 1 1 2 2 1,,,143,,"b, r",,,,,,
4/4/2014,,16.4,130.7,16,90,196,,3500,11700,,,,,142,,"b, s",,,,,,
4/5/2014,,16.4,130.7,30,92,226,,3500,11700,,,,,141,,"r, s",,,,,,
4/6/2014,8,16.4,138.7,,92,226,,3500,11700,,1:11:48.. sam course as last week,,,140,20,b,,,,,,
4/7/2014,4,20.4,142.7,,92,226,,2500,11700,,3.5 @ 8:22 pace,,,139,,,,,,,,
4/8/2014,,20.4,142.7,,46,226,,2500,11700,,,,,,,,,,,,,
4/9/2014,6,22.4,148.7,,46,226,,0,11700,,6 in 49:05. w/cville post collegiate,,,,,,,,,,,
4/10/2014,2.1,20.1,150.8,,46,226,,0,11700,,,,,,,,,,,,,
4/11/2014,2.1,22.2,152.9,,30,226,,0,11700,,,,,,,,,,,,,
4/12/2014,7,29.2,159.9,,0,226,,0,11700,,4.5mi trail race: 35:17,,,,,,,,,,,
4/13/2014,5,26.2,164.9,,0,226,,0,11700,,,,,,,,,,,,,
4/14/2014,4.4,26.6,169.3,,0,226,,0,11700,,from work,,,,,,,,,,,
4/15/2014,,26.6,169.3,,0,226,,0,11700,,,,,,,,,,,,,
4/16/2014,6,26.6,175.3,,0,226,,0,11700,,5.5 RPE=8 w/ PC group,,,,,,,,,,,
4/17/2014,3.5,28,178.8,,0,226,,0,11700,,,,,,,,,,,,,
4/18/2014,2.1,28,180.9,,0,226,,0,11700,,quad pain,,,,,,,,,,,
4/19/2014,5,26,185.9,,0,226,,0,11700,,probably shouldn't have run. ,,,,,,,,,,,
4/20/2014,9.5,30.5,195.4,,0,226,,0,11700,,"long run. Felt decent, not fast enough to hurt myself",,,,,,,,,,,
4/21/2014,4.6,30.7,200,,0,226,,0,11700,,"minutes 4, 2, 1 3, 2,1",,,,,,,,,,,
4/22/2014,3.5,34.2,203.5,,0,226,,0,11700,,"morning, easy",,,,,,,,,,,
4/23/2014,6.7,34.9,210.2,,0,226,,0,11700,,5.4mi tempo w/PC group,,,,,,,,,,,
4/24/2014,5,36.4,215.2,,0,226,,0,11700,,feeling the fast run yesterday,,,,,,,,,,,
4/25/2014,5,39.3,220.2,,0,226,,0,11700,,,,,,,,,,,,,
4/26/2014,3.5,37.8,223.7,,0,226,,0,11700,,legs def a little tired. Me a little tired,,,,,,,,,,,
4/27/2014,4.5,32.8,228.2,,0,226,,0,11700,,tired. long run postponed,,,,,,,,,,,
4/28/2014,,28.2,228.2,,0,226,,0,11700,,allergies are the death of me,,,,,,,,,,,
4/29/2014,8.5,33.2,236.7,,0,226,,0,11700,,struggled through 8.5. note to self: trails during late april = asthma,,,,,,,,,,,
4/30/2014,1.7,28.2,238.4,,0,226,,0,11700,,because 1.7 is better than nothing,,,,,,,,,,,
5/1/2014,5,28.2,243.4,,0,226,,0,11700,,Found a new 5mi loop by my house!,,,,,,,,,,,
5/2/2014,1.5,24.7,244.9,,0,226,,0,11700,,,,,,,,,,,,,
5/3/2014,5.2,26.4,250.1,,0,226,,0,11700,,,,,,,,,,,,,
5/4/2014,,21.9,250.1,,0,226,,0,11700,,,,,,,,,,,,,
5/5/2014,5.2,27.1,255.3,,0,226,,0,11700,,Finally a good run!,,,,,,,,,,,
5/6/2014,2.3,20.9,257.6,,0,226,,0,11700,,,,,,,,,,,,,
5/7/2014,6.3,25.5,263.9,,0,226,,0,11700,,,,,,,,,,,,,
5/8/2014,2.6,23.1,266.5,,0,226,,0,11700,,,,,,,,,,,,,
5/9/2014,5.7,27.3,272.2,,0,226,,0,11700,,,,,,,,,,,,,
5/10/2014,10.3,32.4,282.5,,0,226,,0,11700,,,,,,,,,,,,,
5/11/2014,,32.4,282.5,13.5,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/12/2014,5,32.2,287.5,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/13/2014,4.5,34.4,292,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/14/2014,7.7,35.8,299.7,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/15/2014,4.5,37.7,304.2,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/16/2014,5,37,309.2,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/17/2014,3,29.7,312.2,,13.5,239.5,,0,11700,,,,,,,,,,,,,
5/18/2014,10.6,40.3,322.8,,0,239.5,,0,11700,,,,,,,,,,,,,
5/19/2014,5.4,40.7,328.2,,0,239.5,,0,11700,,,,,,,,,,,,,
5/20/2014,4.5,40.7,332.7,,0,239.5,,0,11700,,,,,,,,,,,,,
5/21/2014,7.4,40.4,340.1,,0,239.5,,0,11700,,,,,,,,,,,,,
5/22/2014,5.2,41.1,345.3,,0,239.5,,0,11700,,,,,,,,,,,,,
5/23/2014,5,41.1,350.3,,0,239.5,,0,11700,,,,,,,,,,,,,
5/24/2014,5,43.1,355.3,,0,239.5,,0,11700,,,,,,,,,,,,,
5/25/2014,10,42.5,365.3,,0,239.5,,0,11700,,,,,,,,,,,,,
5/26/2014,4.5,41.6,369.8,,0,239.5,,0,11700,,2.532876712,,,,,,,,,,,
5/27/2014,5.1,42.2,374.9,,0,239.5,,0,11700,,924.5,,,,,,,,,,,
5/28/2014,3.4,38.2,378.3,,0,239.5,,0,11700,,,,,,,,,,,,,
5/29/2014,0.5,33.5,378.8,,0,239.5,,0,11700,,,,,,,,,,,,,
5/30/2014,,28.5,378.8,,0,239.5,,0,11700,,,,,,,,,,,,,
5/31/2014,,23.5,378.8,,0,239.5,,0,11700,,,,,,,,,,,,,
6/1/2014,1,14.5,379.8,,0,239.5,,0,11700,,,,,,,,,,,,,
6/2/2014,1.5,11.5,381.3,,0,239.5,,0,11700,,,,,,,,,,,,,
6/3/2014,5,11.4,386.3,,0,239.5,,0,11700,,,,,,,,,,,,,
6/4/2014,5.5,13.5,391.8,,0,239.5,,0,11700,,,,,,,,,,,,,
6/5/2014,2.3,15.3,394.1,,0,239.5,,0,11700,,,,,,,,,,,,,
6/6/2014,2.3,17.6,396.4,,0,239.5,,0,11700,,,,,,,,,,,,,
6/7/2014,5,22.6,401.4,,0,239.5,,0,11700,,,,,,,,,,,,,
6/8/2014,7.7,29.3,409.1,,0,239.5,,0,11700,,,,,,,,,,,,,
6/9/2014,,27.8,409.1,,0,239.5,,0,11700,,,,,,,,,,,,,
6/10/2014,,22.8,409.1,,0,239.5,,0,11700,,,,,,,,,,,,,
6/11/2014,0.5,17.8,409.6,,0,239.5,,0,11700,,,,,,,,,,,,,
6/12/2014,1.2,16.7,410.8,,0,239.5,,0,11700,,,,,,,,,,,,,
6/13/2014,,14.4,410.8,,0,239.5,,0,11700,,,,,,,,,,,,,
6/14/2014,,9.4,410.8,21.6,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/15/2014,0.5,2.2,411.3,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/16/2014,0.5,2.7,411.8,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/17/2014,1.2,3.9,413,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/18/2014,2.7,6.1,415.7,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/19/2014,,4.9,415.7,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/20/2014,4.3,9.2,420,,21.6,261.1,,0,11700,,,,,,,,,,,,,
6/21/2014,1.8,11,421.8,,0,261.1,,0,11700,,,,,,,,,,,,,
6/22/2014,,10.5,421.8,17,17,278.1,,0,11700,,,,,,,,,,,,,
6/23/2014,3.8,13.8,425.6,,17,278.1,,0,11700,,,,,,,,,,,,,
6/24/2014,,12.6,425.6,,17,278.1,,0,11700,,,,,,,,,,,,,
6/25/2014,6.4,16.3,432,,17,278.1,,0,11700,,,,,,,,,,,,,
6/26/2014,2.2,18.5,434.2,,17,278.1,,0,11700,,,,,,,,,,,,,
6/27/2014,,14.2,434.2,,17,278.1,,0,11700,,,,,,,,,,,,,
6/28/2014,5,17.4,439.2,,17,278.1,,0,11700,,,,,,,,,,,,,
6/29/2014,,17.4,439.2,,0,278.1,,0,11700,,,,,,,,,,,,,
6/30/2014,2.2,15.8,441.4,,0,278.1,,0,11700,,,,,,,,,,,,,
7/1/2014,,15.8,441.4,,0,278.1,,0,11700,,,,,,,,,,,,,
7/2/2014,6.3,15.7,447.7,,0,278.1,,0,11700,,,,,,,,,,,,,
7/3/2014,3,16.5,450.7,,0,278.1,,0,11700,,,,,,,,,,,,,
7/4/2014,6.4,22.9,457.1,,0,278.1,,0,11700,,,,,,,,,,,,,
7/5/2014,7.9,25.8,465,,0,278.1,,0,11700,,,,,,,,,,,,,
7/6/2014,,25.8,465,21,21,299.1,,0,11700,,,,,,,,,,,,,
7/7/2014,2.1,25.7,467.1,,21,299.1,,0,11700,,,,,,,,,,,,,
7/8/2014,3.5,29.2,470.6,,21,299.1,,0,11700,,,,,,,,,,,,,
7/9/2014,6.4,29.3,477,,21,299.1,,0,11700,,,,,,,,,,,,,
7/10/2014,5.5,31.8,482.5,,21,299.1,,0,11700,,,,,,,,,,,,,
7/11/2014,6.5,31.9,489,,21,299.1,,0,11700,,,,,,,,,,,,,
7/12/2014,3.9,27.9,492.9,,21,299.1,,0,11700,,,,,,,,,,,,,
7/13/2014,9,36.9,501.9,,0,299.1,,0,11700,,,,,,,,,,,,,
7/14/2014,8.1,42.9,510,,0,299.1,,0,11700,,,,,,,,,,,,,
7/15/2014,3.7,43.1,513.7,,0,299.1,,0,11700,,,,,,,,,,,,,
7/16/2014,6.3,43,520,,0,299.1,,0,11700,,,,,,,,,,,,,
7/17/2014,5.2,42.7,525.2,,0,299.1,,0,11700,,,,,,,,,,,,,
7/18/2014,,36.2,525.2,,0,299.1,,0,11700,,,,,,,,,,,,,
7/19/2014,7,39.3,532.2,,0,299.1,,0,11700,,,,,,,,,,,,,
7/20/2014,2.7,33,534.9,,0,299.1,,0,11700,,,,,,,,,,,,,
7/21/2014,5.2,30.1,540.1,,0,299.1,,0,11700,,,,,,,,,,,,,
7/22/2014,3.4,29.8,543.5,,0,299.1,,0,11700,,,,,,,,,,,,,
7/23/2014,4,27.5,547.5,,0,299.1,,0,11700,,,,,,,,,,,,,
7/24/2014,5,27.3,552.5,,0,299.1,,0,11700,,,,,,,,,,,,,
7/25/2014,6.3,33.6,558.8,,0,299.1,,0,11700,,,,,,,,,,,,,
7/26/2014,5,31.6,563.8,,0,299.1,,0,11700,,,,,,,,,,,,,
7/27/2014,10.1,39,573.9,,0,299.1,,0,11700,,,,,,,,,,,,,
7/28/2014,5,38.8,578.9,,0,299.1,,0,11700,,,,,,,,,,,,,
7/29/2014,4,39.4,582.9,,0,299.1,,0,11700,,,,,,,,,,,,,
7/30/2014,7.8,43.2,590.7,,0,299.1,,0,11700,,,,,,,,,,,,,
7/31/2014,6.8,45,597.5,,0,299.1,,0,11700,,,,,,,,,,,,,
8/1/2014,4,42.7,601.5,,0,299.1,,0,11700,,,,,,,,,,,,,
8/2/2014,5.2,42.9,606.7,,0,299.1,,0,11700,,,,,,,,,,,,,
8/3/2014,10,42.8,616.7,,0,299.1,,0,11700,,,,,,,,,,,,,
8/4/2014,,37.8,616.7,,0,299.1,,0,11700,,,,,,,,,,,,,
8/5/2014,5.2,39,621.9,,0,299.1,,0,11700,,,,,,,,,,,,,
8/6/2014,8,39.2,629.9,,0,299.1,,0,11700,,,,,,,,,,,,,
8/7/2014,8.6,41,638.5,,0,299.1,,0,11700,,,,,,,,,,,,,
8/8/2014,,37,638.5,,0,299.1,,0,11700,,,,,,,,,,,,,
8/9/2014,0.5,32.3,639,,0,299.1,,0,11700,,,,,,,,,,,,,
8/10/2014,,22.3,639,,0,299.1,,0,11700,,,,,,,,,,,,,
8/11/2014,,22.3,639,,0,299.1,,0,11700,,,,,,,,,,,,,
8/12/2014,,17.1,639,15,15,314.1,,0,11700,,,,,,,,,,,,,
8/13/2014,,9.1,639,,15,314.1,,0,11700,,,,,,,,,,,,,
8/14/2014,,0.5,639,,15,314.1,,0,11700,,,,,,,,,,,,,
8/15/2014,,0.5,639,21,36,335.1,,0,11700,,,,,,,,,,,,,
8/16/2014,,0,639,,36,335.1,,0,11700,,,,,,,,,,,,,
8/17/2014,,0,639,,36,335.1,,0,11700,,,,,,,,,,,,,
8/18/2014,,0,639,,36,335.1,,0,11700,,,,,,,,,,,,,
8/19/2014,0.5,0.5,639.5,,21,335.1,,0,11700,,,,,,,,,,,,,
8/20/2014,,0.5,639.5,,21,335.1,,0,11700,,,,,,,,,,,,,
8/21/2014,,0.5,639.5,15,36,350.1,,0,11700,,,,,,,,,,,,,
8/22/2014,,0.5,639.5,,15,350.1,,0,11700,,,,,,,,,,,,,
8/23/2014,,0.5,639.5,,15,350.1,,0,11700,,,,,,,,,,,,,
8/24/2014,,0.5,639.5,,15,350.1,,0,11700,,,,,,,,,,,,,
8/25/2014,1.1,1.6,640.6,,15,350.1,,0,11700,,,,,,,,,,,,,
8/26/2014,,1.1,640.6,,15,350.1,,0,11700,,,,,,,,,,,,,
8/27/2014,,1.1,640.6,,15,350.1,,0,11700,,,,,,,,,,,,,
8/28/2014,1.1,2.2,641.7,,0,350.1,,0,11700,,,,,,,,,,,,,
8/29/2014,,2.2,641.7,,0,350.1,,0,11700,,,,,,,,,,,,,
8/30/2014,1.5,3.7,643.2,,0,350.1,,0,11700,,,,,,,,,,,,,
8/31/2014,,3.7,643.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/1/2014,,2.6,643.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/2/2014,1,3.6,644.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/3/2014,1,4.6,645.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/4/2014,,3.5,645.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/5/2014,,3.5,645.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/6/2014,1.5,3.5,646.7,,0,350.1,,0,11700,,,,,,,,,,,,,
9/7/2014,,3.5,646.7,,0,350.1,,0,11700,,,,,,,,,,,,,
9/8/2014,1.5,5,648.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/9/2014,,4,648.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/10/2014,3.5,6.5,651.7,,0,350.1,,0,11700,,,,,,,,,,,,,
9/11/2014,,6.5,651.7,,0,350.1,,0,11700,,,,,,,,,,,,,
9/12/2014,1.5,8,653.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/13/2014,,6.5,653.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/14/2014,1.8,8.3,655,,0,350.1,,0,11700,,,,,,,,,,,,,
9/15/2014,,10.3,658.5,,0,350.1,,0,11700,,,,,,,,,,,,,
9/16/2014,3.5,10.3,662,,0,350.1,,0,11700,,,,,,,,,,,,,
9/17/2014,,6.8,662,,0,350.1,,0,11700,,,,,,,,,,,,,
9/18/2014,,6.8,662,,0,350.1,,0,11700,,,,,,,,,,,,,
9/19/2014,,5.3,662,,0,350.1,,0,11700,,,,,,,,,,,,,
9/20/2014,,5.3,662,,0,350.1,,0,11700,,,,,,,,,,,,,
9/21/2014,0.5,4,662.5,,0,350.1,,0,11700,,,,,,,,,,,,,
9/22/2014,2.7,6.7,665.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/23/2014,1.7,4.9,666.9,,0,350.1,,0,11700,,,,,,,,,,,,,
9/24/2014,3.9,8.8,670.8,,0,350.1,,0,11700,,,,,,,,,,,,,
9/25/2014,,8.8,670.8,,0,350.1,,0,11700,,,,,,,,,,,,,
9/26/2014,,8.8,670.8,,0,350.1,,0,11700,,,,,,,,,,,,,
9/27/2014,2.3,11.1,673.1,,0,350.1,,0,11700,,,,,,,,,,,,,
9/28/2014,6.1,16.7,679.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/29/2014,,14,679.2,,0,350.1,,0,11700,,,,,,,,,,,,,
9/30/2014,1.5,13.8,680.7,,0,350.1,,0,11700,,,,,,,,,,,,,
10/1/2014,4.2,14.1,684.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/2/2014,,14.1,684.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/3/2014,,14.1,684.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/4/2014,5,16.8,689.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/5/2014,2.7,13.4,692.6,,0,350.1,,0,11700,,,,,,,,,,,,,
10/6/2014,,13.4,692.6,,0,350.1,,0,11700,,,,,,,,,,,,,
10/7/2014,3.5,15.4,696.1,,0,350.1,,0,11700,,,,,,,,,,,,,
10/8/2014,4.3,15.5,700.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/9/2014,1.1,16.6,701.5,,0,350.1,,0,11700,,,,,,,,,,,,,
10/10/2014,,16.6,701.5,,0,350.1,,0,11700,,,,,,,,,,,,,
10/11/2014,2.7,14.3,704.2,,0,350.1,,0,11700,,,,,,,,,,,,,
10/12/2014,,11.6,704.2,,0,350.1,,0,11700,,,,,,,,,,,,,
10/13/2014,1.1,12.7,705.3,,0,350.1,,0,11700,,,,,,,,,,,,,
10/14/2014,,9.2,705.3,,0,350.1,,0,11700,,,,,,,,,,,,,
10/15/2014,2.3,7.2,707.6,,0,350.1,,0,11700,,,,,,,,,,,,,
10/16/2014,,6.1,707.6,,0,350.1,,0,11700,,,,,,,,,,,,,
10/17/2014,,6.1,707.6,,0,350.1,,0,11700,,,,,,,,,,,,,
10/18/2014,1.8,5.2,709.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/19/2014,,5.2,709.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/20/2014,,4.1,709.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/21/2014,,4.1,709.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/22/2014,2.7,4.5,712.1,,0,350.1,,0,11700,,,,,,,,,,,,,
10/23/2014,2.3,6.8,714.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/24/2014,2.7,9.5,717.1,,0,350.1,,0,11700,,,,,,,,,,,,,
10/25/2014,,7.7,717.1,,0,350.1,,0,11700,,,,,,,,,,,,,
10/26/2014,5,12.7,722.1,,0,350.1,,0,11700,,,,,,,,,,,,,
10/27/2014,2.3,15,724.4,,0,350.1,,0,11700,,,,,,,,,,,,,
10/28/2014,1.5,16.5,725.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/29/2014,,13.8,725.9,,0,350.1,,0,11700,,,,,,,,,,,,,
10/30/2014,4.6,16.1,730.5,,0,350.1,,0,11700,,,,,,,,,,,,,
10/31/2014,2.25,15.65,732.75,,0,350.1,,0,11700,,,,,,,,,,,,,
11/1/2014,2.75,18.4,735.5,,0,350.1,,0,11700,,maybe I should do holiday lake 50k?,,,,,,,,,,,
11/2/2014,7.9,21.3,743.4,,0,350.1,,0,11700,,out and back on ridge road,,,,,,,,,,,
11/3/2014,,19,743.4,,0,350.1,,0,11700,,,,,,,,,,,,,
11/4/2014,4,21.5,747.4,,0,350.1,,0,11700,,about 9 min pace,,,,,,,,,,,
11/5/2014,5,26.5,752.4,,0,350.1,,0,11700,,notice calf,,,,,,,,,,,
11/6/2014,1.1,23,753.5,,0,350.1,,0,11700,,weight training,,,,,,,,,,,
11/7/2014,4,24.75,757.5,,0,350.1,,0,11700,,notice calf - 34:36,,,,,,,,,,,
11/8/2014,,22,757.5,17.6,17.6,367.7,,0,11700,,on Blue Ridge Parkway,,,,,,,,,,,
11/9/2014,10,24.1,767.5,,17.6,367.7,,0,11700,,long run on Ridge,NEW SHOES,,,,,,,,,,
11/10/2014,,24.1,767.5,,17.6,367.7,,0,11700,,off. Weight train,,,,,,,,,,,
11/11/2014,4,24.1,771.5,,17.6,367.7,,0,11700,,,,,,,,,,,,,
11/12/2014,5,24.1,776.5,,17.6,367.7,,0,11700,,"run with Kristen, 9:05 pace",,,,,,,,,,,
11/13/2014,2.8,25.8,779.3,,17.6,367.7,,0,11700,,,,,,,,,,,,,
11/14/2014,4.2,26,783.5,,17.6,367.7,,0,11700,,run around carter mountain trails,,,,,,,,,,,
11/15/2014,,26,783.5,22.2,22.2,389.9,,0,11700,,"bike out on 53, 14.7 mph",,,,,,,,,,,
11/16/2014,12,28,795.5,,22.2,389.9,,0,11700,,long run on ridge + decca w/Kristen,,,,,,,,,,,
11/17/2014,,28,795.5,,22.2,389.9,,0,11700,,,,,,,,,,,,,
11/18/2014,3.5,27.5,799,,22.2,389.9,,0,11700,,,,,,,,,,,,,
11/19/2014,6.2,28.7,805.2,,22.2,389.9,,0,11700,,"2xmile - 1st: 7:24, 2nd: 7:14",,,,,,,,,,,
11/20/2014,1.4,27.3,806.6,,22.2,389.9,,0,11700,,suppsed to run 3. calf issues,,,,,,,,,,,
11/21/2014,3.2,26.3,809.8,,22.2,389.9,,0,11700,,calf not super happy,,,,,,,,,,,
11/22/2014,,26.3,809.8,,0,389.9,,0,11700,,supposed to bike. took day off. Needed it,,,,,,,,,,,
11/23/2014,14,28.3,823.8,,0,389.9,,0,11700,,long run ridge road - no cald pain. Slow but uninjured,,,,,,,,,,,
11/24/2014,,28.3,823.8,,0,389.9,,0,11700,,,,,,,,,,,,,
11/25/2014,,24.8,823.8,,0,389.9,,0,11700,,,,,,,,,,,,,
11/26/2014,5,23.6,828.8,,0,389.9,,0,11700,,Run w/ Elizabeth and Daddy,,,,,,,,,,,
11/27/2014,3,25.2,831.8,,0,389.9,,0,11700,,annual thanksgiving run. W/ Bob,,,,,,,,,,,
11/28/2014,,22,831.8,,0,389.9,,0,11700,,,,,,,,,,,,,
11/29/2014,,22,831.8,,0,389.9,,0,11700,,,,,,,,,,,,,
11/30/2014,9.5,17.5,841.3,,0,389.9,,0,11700,,"""long run"" at battlefield",,,,,,,,,,,
12/1/2014,,17.5,841.3,15,15,404.9,,0,11700,,bike out on old lynchburg,,,,,,,,,,,
12/2/2014,5.1,22.6,846.4,,15,404.9,,0,11700,,felt pretty good - 8:45 average,,,,,,,,,,,
12/3/2014,4,21.6,850.4,,15,404.9,,0,11700,,up and down monticello,,,,,,,,,,,
12/4/2014,,18.6,850.4,,15,404.9,,0,11700,,,,,,,,,,,,,
12/5/2014,3,21.6,853.4,,15,404.9,,0,11700,,,,,,,,,,,,,
12/6/2014,1.6,23.2,855,,15,404.9,,0,11700,,calf starting tightening so stopped for sake of long run,,,,,,,,,,,
12/7/2014,16,29.7,871,,15,404.9,,0,11700,,really good. 1st 11 w/Kristen. last mile 8:22,,,,,,,,,,,
12/8/2014,2.7,32.4,873.7,,0,404.9,,0,11700,,,,,,,,,,,,,
12/9/2014,,27.3,873.7,,0,404.9,,0,11700,,,,,,,,,,,,,
12/10/2014,5,28.3,878.7,,0,404.9,,0,11700,,,,,,,,,,,,,
12/11/2014,,28.3,878.7,,0,404.9,,0,11700,,,,,,,,,,,,,
12/12/2014,3.3,28.6,882,,0,404.9,,0,11700,,,,,,,,,,,,,
12/13/2014,1.1,28.1,883.1,21.5,21.5,426.4,,0,11700,,,,,,,,,,,,,
12/14/2014,18,30.1,901.1,,21.5,426.4,,0,11700,,,,,,,,,,,,,
12/15/2014,,27.4,901.1,,21.5,426.4,1300,1300,13000,,just kind of felt like swimming!,,,,,,,,,,,
12/16/2014,,27.4,901.1,,21.5,426.4,,1300,13000,,,,,,,,,,,,,
12/17/2014,6.5,28.9,907.6,,21.5,426.4,,1300,13000,,54 min,,,,,,,,,,,
12/18/2014,1.5,30.4,909.1,,21.5,426.4,,1300,13000,,late evening,,,,,,,,,,,
12/19/2014,5.8,32.9,914.9,,21.5,426.4,,1300,13000,,50:38 - out to UVA,,,,,,,,,,,
12/20/2014,,31.8,914.9,,0,426.4,,1300,13000,,,,,,,,,,,,,
12/21/2014,20,33.8,934.9,,0,426.4,,1300,13000,,ridge-->Decca-->Ridge,,,,,,,,,,,
12/22/2014,,33.8,934.9,,0,426.4,,0,13000,,,,,,,,,,,,,
12/23/2014,2.7,36.5,937.6,,0,426.4,,0,13000,,,,,,,,,,,,,
12/24/2014,,30,937.6,,0,426.4,,0,13000,,,,,,,,,,,,,
12/25/2014,5,33.5,942.6,,0,426.4,,0,13000,,Corvallis,,,,,,,,,,,
12/26/2014,,27.7,942.6,,0,426.4,,0,13000,,,,,,,,,,,,,
12/27/2014,10,37.7,952.6,,0,426.4,,0,13000,,run up bald mountain,,4541,9214.5,365.98375,,,,,,,
12/28/2014,9,26.7,961.6,,0,426.4,,0,13000,,up McCoullough Peak - 1500ft climb,,,,,,,,,,,
12/29/2014,1.5,28.2,963.1,,0,426.4,,0,13000,,on Pre's Trail :-),,,,,,,,,,,
12/30/2014,,25.5,963.1,,0,426.4,,0,13000,,,,,,,,,,,,,
12/31/2014,5.6,31.1,968.7,,0,426.4,,0,13000,,,,,,,,,,,,,
